questions,law_title,document
Nhà đầu tư có thể thành lập trường tư thục không vì lợi nhuận không?,Luật Giáo Dục,95354c8a
Hội đồng trường của trường công lập có chức năng gì?,Luật Giáo Dục,1ee3abf7
Thành phần của hội đồng trường đối với nhà trẻ bao gồm những ai?,Luật Giáo Dục,1ee3abf7
Hội đồng trường của trường tư thục được quy định như thế nào?,Luật Giáo Dục,1ee3abf7
Hội đồng trường có trách nhiệm gì đối với cơ sở giáo dục nghề nghiệp?,Luật Giáo Dục,1ee3abf7
Thủ tục thành lập hội đồng trường được quy định ở đâu?,Luật Giáo Dục,1ee3abf7
Hiệu trưởng có vai trò gì trong quản lý trường học?,Luật Giáo Dục,0a476fe4
Ai là người bổ nhiệm hoặc công nhận hiệu trưởng?,Luật Giáo Dục,0a476fe4
"Để trở thành hiệu trưởng, điều kiện đào tạo nào cần thiết?",Luật Giáo Dục,0a476fe4
Ai quy định tiêu chuẩn và nhiệm vụ của hiệu trưởng?,Luật Giáo Dục,0a476fe4
Quy trình bổ nhiệm hiệu trưởng trường nghề và đại học có khác gì so với trường phổ thông không?,Luật Giáo Dục,0a476fe4
Hội đồng tư vấn trong nhà trường được thành lập bởi ai?,Luật Giáo Dục,a7385638
Mục đích của hội đồng tư vấn là gì?,Luật Giáo Dục,a7385638
Sự tổ chức và hoạt động của hội đồng tư vấn được quy định ở đâu?,Luật Giáo Dục,a7385638
Ai là người thực hiện nhiệm vụ của hội đồng tư vấn?,Luật Giáo Dục,a7385638
Hội đồng tư vấn có vai trò gì trong việc hỗ trợ hiệu trưởng?,Luật Giáo Dục,a7385638
Tổ chức Đảng tại trường học có vai trò gì?,Luật Giáo Dục,4ca71e3d
Tổ chức Đảng trong trường hoạt động theo quy định nào?,Luật Giáo Dục,4ca71e3d
Luật nào quy định về tổ chức Đảng trong nhà trường?,Luật Giáo Dục,4ca71e3d
Ai lãnh đạo các hoạt động của nhà trường?,Luật Giáo Dục,4ca71e3d
Tổ chức Đảng trong trường có tuân thủ Hiến pháp không?,Luật Giáo Dục,4ca71e3d
Đoàn thể và tổ chức xã hội trong nhà trường có vai trò gì?,Luật Giáo Dục,6dab4f3e
Luật Giáo Dục quy định trách nhiệm của các đoàn thể như thế nào?,Luật Giáo Dục,6dab4f3e
Những hoạt động nào của tổ chức xã hội trong trường học là hợp pháp?,Luật Giáo Dục,6dab4f3e
Mục tiêu giáo dục có liên quan gì đến đoàn thể trong trường học?,Luật Giáo Dục,6dab4f3e
Pháp luật có yêu cầu gì về hoạt động của tổ chức xã hội trong nhà trường?,Luật Giáo Dục,6dab4f3e
Nhà trường có những nhiệm vụ và quyền hạn gì theo Luật Giáo Dục?,Luật Giáo Dục,a7e62d25
Trường công lập có trách nhiệm gì đối với xã hội và người học?,Luật Giáo Dục,a7e62d25
Các cơ sở giáo dục dân lập và tư thục có quyền tự chủ ra sao?,Luật Giáo Dục,a7e62d25
Nhà trường có quyền lực gì trong việc tổ chức tuyển sinh và cấp văn bằng?,Luật Giáo Dục,a7e62d25
Làm thế nào nhà trường phối hợp với gia đình và cộng đồng trong hoạt động giáo dục?,Luật Giáo Dục,a7e62d25
Luật nào quy định về trường phổ thông dân tộc nội trú và bán trú?,Luật Giáo Dục,ad093946
Ai là đối tượng được thành lập trường phổ thông dân tộc nội trú và bán trú?,Luật Giáo Dục,ad093946
Trường phổ thông dân tộc được ưu tiên hỗ trợ gì?,Luật Giáo Dục,ad093946
Cơ quan nào quy định về điều kiện học sinh vào trường dân tộc?,Luật Giáo Dục,ad093946
Trường dự bị đại học dành cho ai theo Luật Giáo Dục?,Luật Giáo Dục,ad093946
Trường chuyên được thành lập với mục đích gì?,Luật Giáo Dục,ca8cc608
Nhà nước có chính sách hỗ trợ gì cho trường chuyên và trường năng khiếu không?,Luật Giáo Dục,ca8cc608
Ai là người quy định chương trình giáo dục cho trường chuyên và trường năng khiếu?,Luật Giáo Dục,ca8cc608
Trường năng khiếu nghệ thuật có vai trò gì trong giáo dục?,Luật Giáo Dục,ca8cc608
Ai là đối tượng được tuyển sinh vào trường chuyên?,Luật Giáo Dục,ca8cc608
"Nhà nước có những chính sách gì để hỗ trợ trường, lớp dành cho người khuyết tật?",Luật Giáo Dục,3b12fc35
Các trường lớp dành cho người khuyết tật có được bố trí giáo viên và cơ sở vật chất không?,Luật Giáo Dục,3b12fc35
"Có điều kiện nào để thành lập trường, lớp cho người khuyết tật không?",Luật Giáo Dục,3b12fc35
"Ngân sách cho trường, lớp dành cho người khuyết tật do Nhà nước thành lập được cấp như thế nào?",Luật Giáo Dục,3b12fc35
"Tổ chức, cá nhân có thể thành lập trường lớp dành cho người khuyết tật không và có chính sách gì ưu đãi không?",Luật Giáo Dục,3b12fc35
Trường giáo dưỡng có nhiệm vụ gì đối với người chưa thành niên vi phạm pháp luật?,Luật Giáo Dục,3308ef92
Ai có trách nhiệm quy định chương trình giáo dục cho trường giáo dưỡng?,Luật Giáo Dục,3308ef92
Làm thế nào để người chưa thành niên vi phạm pháp luật có khả năng tái hòa nhập vào xã hội?,Luật Giáo Dục,3308ef92
Ai phối hợp với Bộ trưởng Bộ Công an trong việc giáo dục tại trường giáo dưỡng?,Luật Giáo Dục,3308ef92
Mục tiêu chính của trường giáo dưỡng là gì?,Luật Giáo Dục,3308ef92
Nhà giáo có những vai trò gì trong lĩnh vực giáo dục?,Luật Giáo Dục,074a5ce5
Ai được gọi là giáo viên và ai được gọi là giảng viên theo Luật Giáo Dục?,Luật Giáo Dục,074a5ce5
Nhà giáo có nhiệm vụ gì tại cơ sở giáo dục?,Luật Giáo Dục,074a5ce5
Tại sao nhà giáo được xã hội tôn vinh?,Luật Giáo Dục,074a5ce5
Nhà giáo ảnh hưởng đến chất lượng giáo dục như thế nào?,Luật Giáo Dục,074a5ce5
Nhà giáo cần đáp ứng những tiêu chuẩn gì theo Luật Giáo Dục?,Luật Giáo Dục,bcd487aa
Yêu cầu về phẩm chất và đạo đức của nhà giáo là gì?,Luật Giáo Dục,bcd487aa
Nhà giáo cần có những kỹ năng nào để đạt chuẩn nghề nghiệp?,Luật Giáo Dục,bcd487aa
Tiêu chuẩn về sức khỏe của nhà giáo được quy định ra sao?,Luật Giáo Dục,bcd487aa
Có những yêu cầu gì về năng lực chuyên môn của nhà giáo?,Luật Giáo Dục,bcd487aa
Giáo sư và phó giáo sư là những chức danh gì trong hệ thống giáo dục Việt Nam?,Luật Giáo Dục,b7fbf3ab
"Ai là người quy định tiêu chuẩn và thủ tục bổ nhiệm giáo sư, phó giáo sư?",Luật Giáo Dục,b7fbf3ab
"Nhà giáo ở cấp nào có thể được bổ nhiệm là giáo sư, phó giáo sư?",Luật Giáo Dục,b7fbf3ab
"Có thể miễn nhiệm chức danh giáo sư, phó giáo sư không? Nếu có, ai quy định điều này?",Luật Giáo Dục,b7fbf3ab
"Những nhiệm vụ và quyền lợi cụ thể của giáo sư, phó giáo sư là gì?",Luật Giáo Dục,b7fbf3ab
Nhà giáo có trách nhiệm gì trong việc giảng dạy và giáo dục?,Luật Giáo Dục,115e68df
Nhà giáo cần tuân thủ những quy định nào trong trường học?,Luật Giáo Dục,115e68df
Cách nào để nhà giáo bảo vệ quyền lợi của người học?,Luật Giáo Dục,115e68df
Nhà giáo cần phát triển kỹ năng gì để nâng cao trình độ?,Luật Giáo Dục,115e68df
Hành vi nào thể hiện phẩm chất và uy tín của nhà giáo trong nghề nghiệp?,Luật Giáo Dục,115e68df
Nhà giáo có quyền gì trong việc giảng dạy?,Luật Giáo Dục,6635f071
Có những hình thức đào tạo nào dành cho nhà giáo?,Luật Giáo Dục,6635f071
Nhà giáo có thể làm gì tại cơ sở giáo dục khác?,Luật Giáo Dục,6635f071
Quyền nào bảo vệ nhân phẩm và danh dự của nhà giáo?,Luật Giáo Dục,6635f071
Nhà giáo có được nghỉ hè không và theo quy định nào?,Luật Giáo Dục,6635f071
Thỉnh giảng là gì theo Luật Giáo Dục?,Luật Giáo Dục,c8a94b66
Ai là người được mời giảng dạy theo chế độ thỉnh giảng?,Luật Giáo Dục,c8a94b66
Có điều kiện gì để trở thành giáo viên thỉnh giảng?,Luật Giáo Dục,c8a94b66
Những nhiệm vụ nào giáo viên thỉnh giảng phải thực hiện?,Luật Giáo Dục,c8a94b66
"Có khuyến khích gì đối với nhà giáo, nhà khoa học nước ngoài trong việc thỉnh giảng không?",Luật Giáo Dục,c8a94b66
Trình độ chuẩn tối thiểu của giáo viên mầm non là gì?,Luật Giáo Dục,3c1db50f
Giáo viên tiểu học cần bằng cấp gì để giảng dạy?,Luật Giáo Dục,3c1db50f
Nhà giáo giảng dạy cấp đại học cần trình độ nào?,Luật Giáo Dục,3c1db50f
Có lộ trình nào cho việc nâng cao trình độ giáo viên không?,Luật Giáo Dục,3c1db50f
Quy định về giáo viên không đáp ứng yêu cầu chuẩn được tổ chức như thế nào?,Luật Giáo Dục,3c1db50f
Nhà nước có chính sách gì về đào tạo nhà giáo?,Luật Giáo Dục,592358fb
"Đối tượng nào sẽ được cử đi đào tạo, bồi dưỡng?",Luật Giáo Dục,592358fb
Nhà giáo sẽ nhận được những quyền lợi nào khi tham gia chương trình đào tạo?,Luật Giáo Dục,592358fb
Cơ sở giáo dục có trách nhiệm gì đối với việc đào tạo nhà giáo?,Luật Giáo Dục,592358fb
"Ai quy định các tiêu chuẩn về đào tạo, bồi dưỡng nhà giáo?",Luật Giáo Dục,592358fb
Cơ sở giáo dục nào thực hiện nhiệm vụ đào tạo nhà giáo tại Việt Nam?,Luật Giáo Dục,3d81e63a
Ai là người quy định việc đào tạo và bồi dưỡng cán bộ quản lý giáo dục?,Luật Giáo Dục,3d81e63a
Trường sư phạm được ưu tiên ra sao trong việc tuyển dụng nhà giáo?,Luật Giáo Dục,3d81e63a
Có những loại cơ sở giáo dục nào được phép đào tạo cán bộ quản lý giáo dục?,Luật Giáo Dục,3d81e63a
Các điều kiện nào được quy định cho trường sư phạm trong Luật Giáo Dục?,Luật Giáo Dục,3d81e63a
Ngày nào là Ngày Nhà giáo Việt Nam?,Luật Giáo Dục,7c58c97a
Ngày Nhà giáo Việt Nam được tổ chức vào tháng nào?,Luật Giáo Dục,7c58c97a
Luật nào quy định về Ngày Nhà giáo Việt Nam?,Luật Giáo Dục,7c58c97a
Có sự kiện nào đặc biệt diễn ra vào ngày 20 tháng 11 không?,Luật Giáo Dục,7c58c97a
Ngày Nhà giáo Việt Nam có ý nghĩa gì đối với giáo viên?,Luật Giáo Dục,7c58c97a
Nhà giáo được hưởng những chế độ lương nào theo Luật Giáo Dục?,Luật Giáo Dục,0f1d84b3
Có phụ cấp gì cho nhà giáo không?,Luật Giáo Dục,0f1d84b3
Tiêu chí để xếp lương cho nhà giáo là gì?,Luật Giáo Dục,0f1d84b3
Ai quy định về phụ cấp đặc thù nghề cho nhà giáo?,Luật Giáo Dục,0f1d84b3
Nhà giáo có được thưởng thêm hay không?,Luật Giáo Dục,0f1d84b3
Nhà nước có chính sách gì để hỗ trợ nhà giáo trong công việc của họ?,Luật Giáo Dục,f9b4bacd
Nhà giáo nào được hưởng chế độ phụ cấp và chính sách ưu đãi?,Luật Giáo Dục,f9b4bacd
Có chính sách nào dành cho nhà giáo làm việc ở vùng khó khăn không?,Luật Giáo Dục,f9b4bacd
Nhà nước có đảm bảo điều kiện gì cho nhà giáo thực hiện nhiệm vụ?,Luật Giáo Dục,f9b4bacd
Ai có trách nhiệm quy định chi tiết các chính sách đối với nhà giáo?,Luật Giáo Dục,f9b4bacd
Ai có khả năng được phong tặng danh hiệu Nhà giáo nhân dân?,Luật Giáo Dục,fd0e1bab
Có những danh hiệu nào dành cho nhà giáo?,Luật Giáo Dục,fd0e1bab
Điều kiện nào cần thiết để nhận danh hiệu Nhà giáo ưu tú?,Luật Giáo Dục,fd0e1bab
Quy định nào điều chỉnh phong tặng danh hiệu cho nhà giáo?,Luật Giáo Dục,fd0e1bab
Ai là cơ quan có thẩm quyền phong tặng danh hiệu cho nhà giáo?,Luật Giáo Dục,fd0e1bab
Người học được định nghĩa là ai theo Luật Giáo Dục?,Luật Giáo Dục,d8d5b7a5
Các loại hình cơ sở giáo dục nào có người học?,Luật Giáo Dục,d8d5b7a5
Trẻ em thuộc cấp học nào được tính là người học?,Luật Giáo Dục,d8d5b7a5
Sinh viên thuộc những cấp nào được công nhận là người học?,Luật Giáo Dục,d8d5b7a5
Ai là người học theo chương trình giáo dục thường xuyên?,Luật Giáo Dục,d8d5b7a5
Trẻ em tại cơ sở giáo dục mầm non có những quyền gì theo Luật Giáo Dục?,Luật Giáo Dục,8aed8c41
Ai là cơ quan ban hành chương trình giáo dục mầm non?,Luật Giáo Dục,8aed8c41
Trẻ em có được chăm sóc sức khỏe tại cơ sở giáo dục mầm non không?,Luật Giáo Dục,8aed8c41
Có chính sách nào từ Chính phủ đối với trẻ em tại cơ sở giáo dục mầm non không?,Luật Giáo Dục,8aed8c41
Trẻ em có được miễn giảm giá vé cho các dịch vụ vui chơi giải trí không?,Luật Giáo Dục,8aed8c41
Nhiệm vụ chính của người học theo Luật Giáo Dục là gì?,Luật Giáo Dục,2fa13653
Có những quy tắc ứng xử nào mà người học cần tuân thủ trong cơ sở giáo dục?,Luật Giáo Dục,2fa13653
