law_content,generated_question,rag_answer_llm,generated_answer,document
"1. Những xe sau đây được quyền ưu tiên đi trước xe khác khi qua đường giao nhau từ bất kỳ hướng nào tới theo thứ tự: a) Xe chữa cháy đi làm nhiệm vụ; b) Xe quân sự, xe công an đi làm nhiệm vụ khẩn cấp, đoàn xe có xe cảnh sát dẫn đường; c) Xe cứu thương đang thực hiện nhiệm vụ cấp cứu; d) Xe hộ đê, xe đi làm nhiệm vụ khắc phục sự cố thiên tai, dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; đ) Đoàn xe tang. 2. Xe quy định tại các điểm a, b, c và d khoản 1 Điều này khi đi làm nhiệm vụ phải có tín hiệu còi, cờ, đèn theo quy định; không bị hạn chế tốc độ; được phép đi vào đường ngược chiều, các đường khác có thể đi được, kể cả khi có tín hiệu đèn đỏ và chỉ phải tuân theo chỉ dẫn của người điều khiển giao thông. Chính phủ quy định cụ thể tín hiệu của xe được quyền ưu tiên. 3. Khi có tín hiệu của xe được quyền ưu tiên, người tham gia giao thông phải nhanh chóng giảm tốc độ, tránh hoặc dừng lại sát lề đường bên phải để nhường đường. Không được gây cản trở xe được quyền ưu tiên. ",Những loại xe nào được ưu tiên đi trước khi qua đường giao nhau?,Những chiếc xe trước xe cảnh sát được ưu tiên trước khi băng qua ngã tư.,"Theo Luật Giao Thông Đường Bộ, các loại xe được ưu tiên đi trước khi qua đường giao nhau bao gồm: xe chữa cháy đi làm nhiệm vụ; xe quân sự, xe công an đi làm nhiệm vụ khẩn cấp, đoàn xe có xe cảnh sát dẫn đường; xe cứu thương đang thực hiện nhiệm vụ cấp cứu; xe hộ đê, xe đi làm nhiệm vụ khắc phục sự cố thiên tai, dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; và đoàn xe tang.",c0f9feda
1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2009. 2. Luật này thay thế Luật giao thông đường bộ ngày 29 tháng 6 năm 2001. ,Luật Giao Thông Đường Bộ hiện tại có hiệu lực từ khi nào và thay thế luật nào?,"Luật hiện hành sẽ có hiệu lực từ ngày 1 tháng 7 năm 2009 và luật giao thông đường bộ trước đó, vào ngày 29 tháng 6 năm 2001, đã được thay thế.",Luật Giao Thông Đường Bộ hiện tại có hiệu lực thi hành từ ngày 01 tháng 7 năm 2009 và thay thế Luật giao thông đường bộ ngày 29 tháng 6 năm 2001.,0c561b01
"1. Vợ, chồng bình đẳng với nhau về quyền, nghĩa vụ trong việc tạo lập, chiếm hữu, sử dụng, định đoạt tài sản chung; không phân biệt giữa lao động trong gia đình và lao động có thu nhập. 2. Vợ, chồng có nghĩa vụ bảo đảm điều kiện để đáp ứng nhu cầu thiết yếu của gia đình. 3. Việc thực hiện quyền, nghĩa vụ về tài sản của vợ chồng mà xâm phạm đến quyền, lợi ích hợp pháp của vợ, chồng, gia đình và của người khác thì phải bồi thường. ",Vợ và chồng có quyền bình đẳng như thế nào trong việc quản lý tài sản chung?,Họ có quyền quản lý tài sản tư nhân và trả các nghĩa vụ thuộc sở hữu của mỗi người.,"Vợ và chồng bình đẳng với nhau về quyền, nghĩa vụ trong việc tạo lập, chiếm hữu, sử dụng, định đoạt tài sản chung; không phân biệt giữa lao động trong gia đình và lao động có thu nhập.",65242f61
"1. Nhà nước thực hiện tuyển sinh vào trung cấp, cao đẳng, đại học theo chế độ cử tuyển đối với học sinh là người dân tộc thiểu số rất ít người; học sinh là người dân tộc thiểu số ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn chưa có hoặc có rất ít cán bộ, công chức, viên chức là người dân tộc thiểu số; có chính sách tạo nguồn cử tuyển, tạo điều kiện thuận lợi để các đối tượng này vào học trường phổ thông dân tộc nội trú và tăng thời gian học dự bị đại học. 2. Ủy ban nhân dân cấp tỉnh căn cứ vào nhu cầu của địa phương đề xuất, phân bổ chỉ tiêu cử tuyển; cử người đi học theo tiêu chuẩn, chỉ tiêu được duyệt; xét tuyển và bố trí việc làm cho người học sau khi tốt nghiệp. Cơ sở giáo dục có trách nhiệm hỗ trợ cho người học theo chế độ cử tuyển để bảo đảm chất lượng đầu ra. 3. Người học theo chế độ cử tuyển có trách nhiệm trở về làm việc tại địa phương nơi cử đi học; được xét tuyển và bố trí việc làm. 4. Chính phủ quy định chi tiết tiêu chuẩn và đối tượng được hưởng chế độ cử tuyển; việc tổ chức thực hiện chế độ cử tuyển và việc tuyển dụng người học theo chế độ cử tuyển sau khi tốt nghiệp. ",Ai là đối tượng được hưởng chế độ cử tuyển theo Luật Giáo Dục?,"Chủ đề để tận hưởng chế độ tuyển dụng là ủy ban phổ biến của tỉnh, chịu trách nhiệm hỗ trợ sinh viên theo chế độ tuyển dụng.","Đối tượng được hưởng chế độ cử tuyển bao gồm học sinh là người dân tộc thiểu số rất ít người; học sinh là người dân tộc thiểu số ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn chưa có hoặc có rất ít cán bộ, công chức, viên chức là người dân tộc thiểu số.",f1594d18
"1. Hoạt động khoa học và công nghệ là một nhiệm vụ của cơ sở giáo dục. 2. Cơ sở giáo dục tự triển khai hoặc phối hợp với tổ chức khoa học và công nghệ, cơ sở sản xuất, kinh doanh, dịch vụ trong việc đào tạo, nghiên cứu khoa học và chuyển giao công nghệ, phục vụ phát triển kinh tế - xã hội. 3. Nhà nước tạo điều kiện cho cơ sở giáo dục hoạt động khoa học và công nghệ, kết hợp đào tạo với nghiên cứu khoa học và sản xuất nhằm nâng cao chất lượng giáo dục; xây dựng cơ sở giáo dục thành trung tâm văn hóa, khoa học và công nghệ của địa phương hoặc của cả nước. 4. Nhà nước có chính sách ưu tiên phát triển hoạt động khoa học và công nghệ trong cơ sở giáo dục. Các chủ trương, chính sách về giáo dục phải được xây dựng trên cơ sở kết quả nghiên cứu khoa học phù hợp với thực tiễn Việt Nam và xu hướng quốc tế. ",Cơ sở giáo dục có trách nhiệm gì trong hoạt động khoa học và công nghệ theo Luật Giáo Dục?,Các tổ chức giáo dục được phân phối hoặc phối hợp với các tổ chức khoa học và công nghệ;sản xuất;Nhà máy công ty;Dịch vụ đào tạo;nghiên cứu khoa học và công nghệ;cho dịch vụ phát triển kinh tế xã hội.,"Theo Luật Giáo Dục, hoạt động khoa học và công nghệ là một nhiệm vụ của cơ sở giáo dục. Cơ sở giáo dục có thể tự triển khai hoặc phối hợp với tổ chức khoa học và công nghệ, cơ sở sản xuất, kinh doanh, dịch vụ trong việc đào tạo, nghiên cứu khoa học và chuyển giao công nghệ, phục vụ phát triển kinh tế - xã hội.",3f0e7c5a
"1. Cha mẹ có nghĩa vụ và quyền giáo dục con, chăm lo và tạo điều kiện cho con học tập. Cha mẹ tạo điều kiện cho con được sống trong môi trường gia đình đầm ấm, hòa thuận; làm gương tốt cho con về mọi mặt; phối hợp chặt chẽ với nhà trường, cơ quan, tổ chức trong việc giáo dục con. 2. Cha mẹ hướng dẫn con chọn nghề; tôn trọng quyền chọn nghề, quyền tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội của con. 3. Cha mẹ có thể đề nghị cơ quan, tổ chức hữu quan giúp đỡ để thực hiện việc giáo dục con khi gặp khó khăn không thể tự giải quyết được. ",Cha mẹ có những nghĩa vụ và quyền gì trong việc giáo dục con theo Luật Hôn Nhân và Gia Đình?,"Các nghĩa vụ và quyền của cha mẹ bao gồm giáo dục con cái của họ, sự tham gia tích cực vào các hoạt động gia đình, tạo ra các điều kiện để nghiên cứu con cái, sự tham gia tích cực vào giáo dục trẻ em và khả năng đề xuất các cơ quan và tổ chức để giúp con cái họ Khi quyền của cha mẹ không thể được giải quyết.","Cha mẹ có nghĩa vụ và quyền giáo dục con, chăm lo và tạo điều kiện cho con học tập. Họ cần tạo điều kiện cho con được sống trong môi trường gia đình đầm ấm, hòa thuận; làm gương tốt cho con về mọi mặt; phối hợp chặt chẽ với nhà trường, cơ quan, tổ chức trong việc giáo dục con. Ngoài ra, cha mẹ còn hướng dẫn con chọn nghề và tôn trọng quyền chọn nghề, quyền tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội của con.",39207ac4
"1. Khi tham gia giao thông, xe thô sơ phải bảo đảm điều kiện an toàn giao thông đường bộ. 2. Ủy ban nhân dân cấp tỉnh quy định cụ thể điều kiện, phạm vi hoạt động của xe thô sơ tại địa phương mình. ",Xe thô sơ cần đáp ứng những điều kiện gì khi tham gia giao thông?,Các điều kiện cho những chiếc xe thô sơ phải đảm bảo các điều kiện an toàn của giao thông đường bộ.,"Khi tham gia giao thông, xe thô sơ phải bảo đảm điều kiện an toàn giao thông đường bộ. Ủy ban nhân dân cấp tỉnh sẽ quy định cụ thể điều kiện và phạm vi hoạt động của xe thô sơ tại địa phương mình.",9d610d76
"1. Tài sản chung của vợ chồng gồm tài sản do vợ, chồng tạo ra, thu nhập do lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân, trừ trường hợp được quy định tại khoản 1 Điều 40 của Luật này; tài sản mà vợ chồng được thừa kế chung hoặc được tặng cho chung và tài sản khác mà vợ chồng thỏa thuận là tài sản chung. Quyền sử dụng đất mà vợ, chồng có được sau khi kết hôn là tài sản chung của vợ chồng, trừ trường hợp vợ hoặc chồng được thừa kế riêng, được tặng cho riêng hoặc có được thông qua giao dịch bằng tài sản riêng. 2. Tài sản chung của vợ chồng thuộc sở hữu chung hợp nhất, được dùng để bảo đảm nhu cầu của gia đình, thực hiện nghĩa vụ chung của vợ chồng. 3. Trong trường hợp không có căn cứ để chứng minh tài sản mà vợ, chồng đang có tranh chấp là tài sản riêng của mỗi bên thì tài sản đó được coi là tài sản chung. ",Tài sản chung của vợ chồng bao gồm những gì theo Luật Hôn Nhân và Gia Đình?,Tài sản chung của cặp vợ chồng được thống nhất;được sử dụng để đảm bảo nhu cầu của gia đình;Được trang bị cho các nghĩa vụ chung của cặp vợ chồng;thực hiện nghĩa vụ gia đình.,"Tài sản chung của vợ chồng bao gồm tài sản do vợ, chồng tạo ra, thu nhập từ lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân. Ngoài ra, tài sản mà vợ chồng được thừa kế chung, được tặng cho chung, và tài sản khác mà vợ chồng thỏa thuận là tài sản chung cũng thuộc tài sản chung. Quyền sử dụng đất mà vợ, chồng có được sau khi kết hôn cũng là tài sản chung, trừ trường hợp được thừa kế riêng, được tặng cho riêng hoặc có được thông qua giao dịch bằng tài sản riêng.",88ef4181
"1. Cha dượng, mẹ kế có quyền và nghĩa vụ trông nom, nuôi dưỡng, chăm sóc, giáo dục con riêng của bên kia cùng sống chung với mình theo quy định tại các điều 69, 71 và 72 của Luật này. 2. Con riêng có quyền và nghĩa vụ chăm sóc, phụng dưỡng cha dượng, mẹ kế cùng sống chung với mình theo quy định tại Điều 70 và Điều 71 của Luật này. ","Cha dượng, mẹ kế có quyền và nghĩa vụ gì đối với con riêng của vợ hoặc chồng mình?","Quyền và nghĩa vụ chăm sóc, cho ăn, chăm sóc và giáo dục con riêng của họ để sống với cô ấy theo quy định trong các Điều 69, 71 và 72 của luật này.","Cha dượng, mẹ kế có quyền và nghĩa vụ trông nom, nuôi dưỡng, chăm sóc, giáo dục con riêng của bên kia cùng sống chung với mình theo quy định tại các điều 69, 71 và 72 của Luật Hôn Nhân Và Gia Đình.",f523c4e4
"1. Hệ thống giáo dục quốc dân là hệ thống giáo dục mở, liên thông gồm giáo dục chính quy và giáo dục thường xuyên. 2. Cấp học, trình độ đào tạo của hệ thống giáo dục quốc dân bao gồm: a) Giáo dục mầm non gồm giáo dục nhà trẻ và giáo dục mẫu giáo; b) Giáo dục phổ thông gồm giáo dục tiểu học, giáo dục trung học cơ sở và giáo dục trung học phổ thông; c) Giáo dục nghề nghiệp đào tạo trình độ sơ cấp, trình độ trung cấp, trình độ cao đẳng và các chương trình đào tạo nghề nghiệp khác; d) Giáo dục đại học đào tạo trình độ đại học, trình độ thạc sĩ và trình độ tiến sĩ. 3. Thủ tướng Chính phủ quyết định phê duyệt Khung cơ cấu hệ thống giáo dục quốc dân và Khung trình độ quốc gia Việt Nam; quy định thời gian đào tạo, tiêu chuẩn cho từng trình độ đào tạo, khối lượng học tập tối thiểu đối với trình độ của giáo dục nghề nghiệp, giáo dục đại học. 4. Bộ trưởng Bộ Giáo dục và Đào tạo, Bộ trưởng Bộ Lao động - Thương binh và Xã hội, trong phạm vi nhiệm vụ, quyền hạn của mình, quy định ngưỡng đầu vào trình độ cao đẳng, trình độ đại học thuộc ngành đào tạo giáo viên và ngành thuộc lĩnh vực sức khỏe. ",Hệ thống giáo dục quốc dân Việt Nam bao gồm những cấp học và trình độ đào tạo nào?,Hệ thống giáo dục quốc gia.,"Hệ thống giáo dục quốc dân bao gồm các cấp học và trình độ đào tạo sau: giáo dục mầm non (gồm giáo dục nhà trẻ và giáo dục mẫu giáo), giáo dục phổ thông (gồm giáo dục tiểu học, giáo dục trung học cơ sở và giáo dục trung học phổ thông), giáo dục nghề nghiệp (đào tạo trình độ sơ cấp, trung cấp, cao đẳng và các chương trình đào tạo nghề nghiệp khác), và giáo dục đại học (đào tạo trình độ đại học, thạc sĩ và tiến sĩ).",f01c46b4
"1. Vợ, chồng hoặc cả hai người có quyền yêu cầu Tòa án giải quyết ly hôn. 2. Cha, mẹ, người thân thích khác có quyền yêu cầu Tòa án giải quyết ly hôn khi một bên vợ, chồng do bị bệnh tâm thần hoặc mắc bệnh khác mà không thể nhận thức, làm chủ được hành vi của mình, đồng thời là nạn nhân của bạo lực gia đình do chồng, vợ của họ gây ra làm ảnh hưởng nghiêm trọng đến tính mạng, sức khỏe, tinh thần của họ. 3. Chồng không có quyền yêu cầu ly hôn trong trường hợp vợ đang có thai, sinh con hoặc đang nuôi con dưới 12 tháng tuổi. ",Trong trường hợp nào chồng không có quyền yêu cầu ly hôn?,"Vâng, chồng cô không có quyền yêu cầu ly hôn trong trường hợp vợ anh ta đang mang thai hoặc nếu người khác có quyền yêu cầu ly hôn.","Chồng không có quyền yêu cầu ly hôn trong trường hợp vợ đang có thai, sinh con hoặc đang nuôi con dưới 12 tháng tuổi.",7ad757e4
"1. Chính phủ thống nhất quản lý nhà nước về giao thông đường bộ. 2. Bộ Giao thông vận tải chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về giao thông đường bộ. 3. Bộ Công an thực hiện các nhiệm vụ quản lý nhà nước về giao thông đường bộ theo quy định của Luật này và các quy định khác của pháp luật có liên quan; thực hiện các biện pháp bảo đảm trật tự, an toàn giao thông; phối hợp với Bộ Giao thông vận tải bảo vệ kết cấu hạ tầng giao thông đường bộ. Bộ Công an, Bộ Giao thông vận tải có trách nhiệm phối hợp trong việc cung cấp số liệu đăng ký phương tiện giao thông đường bộ, dữ liệu về tai nạn giao thông và cấp, đổi, thu hồi giấy phép lái xe. 4. Bộ Quốc phòng thực hiện các nhiệm vụ quản lý nhà nước về giao thông đường bộ theo quy định của Luật này và các quy định khác của pháp luật có liên quan. 5. Bộ, cơ quan ngang bộ trong phạm vi nhiệm vụ, quyền hạn của mình có trách nhiệm phối hợp với Bộ Giao thông vận tải thực hiện quản lý nhà nước về giao thông đường bộ. 6. Ủy ban nhân dân các cấp trong phạm vi nhiệm vụ, quyền hạn của mình tổ chức thực hiện quản lý nhà nước về giao thông đường bộ theo quy định của Luật này và các quy định khác của pháp luật có liên quan trong phạm vi địa phương. ",Ai là cơ quan chịu trách nhiệm chính trong việc quản lý nhà nước về giao thông đường bộ?,Bộ Giao thông vận tải.,Bộ Giao thông vận tải chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về giao thông đường bộ. Bộ Công an và Bộ Quốc phòng cũng thực hiện các nhiệm vụ quản lý nhà nước về giao thông đường bộ theo quy định của Luật này và các quy định khác của pháp luật có liên quan.,f7febb2b
"Đoàn thể, tổ chức xã hội trong nhà trường có trách nhiệm góp phần thực hiện mục tiêu giáo dục và hoạt động theo quy định của pháp luật. ","Đoàn thể, tổ chức xã hội trong nhà trường có trách nhiệm gì theo Luật Giáo Dục?",Các công đoàn và các tổ chức xã hội,"Đoàn thể, tổ chức xã hội trong nhà trường có trách nhiệm góp phần thực hiện mục tiêu giáo dục và hoạt động theo quy định của pháp luật.",6dab4f3e
"1. Hướng nghiệp trong giáo dục là hệ thống các biện pháp tiến hành trong và ngoài cơ sở giáo dục để giúp học sinh có kiến thức về nghề nghiệp, khả năng lựa chọn nghề nghiệp trên cơ sở kết hợp nguyện vọng, sở trường của cá nhân với nhu cầu sử dụng lao động của xã hội. 2. Phân luồng trong giáo dục là biện pháp tổ chức hoạt động giáo dục trên cơ sở thực hiện hướng nghiệp trong giáo dục, tạo điều kiện để học sinh tốt nghiệp trung học cơ sở, trung học phổ thông tiếp tục học ở cấp học, trình độ cao hơn hoặc theo học giáo dục nghề nghiệp hoặc tham gia lao động phù hợp với năng lực, điều kiện cụ thể của cá nhân và nhu cầu xã hội, góp phần điều tiết cơ cấu ngành nghề của lực lượng lao động phù hợp với yêu cầu phát triển của đất nước. 3. Chính phủ quy định chi tiết hướng nghiệp và phân luồng trong giáo dục theo từng giai đoạn phù hợp với nhu cầu phát triển kinh tế - xã hội. ",Hướng nghiệp trong giáo dục là gì và nó có vai trò như thế nào đối với học sinh?,Sự nghiệp trong giáo dục là một hệ thống các biện pháp được thực hiện trong và ngoài tổ chức giáo dục để giúp học sinh có được kiến ​​thức chuyên môn;Khả năng chọn nghề nghiệp trong giáo dục là một hệ thống các biện pháp được thực hiện trong và ngoài tổ chức giáo dục để giúp học sinh tốt nghiệp trường trung học và trung học để tiếp tục học tập ở cấp độ giáo dục.,"Hướng nghiệp trong giáo dục là hệ thống các biện pháp tiến hành trong và ngoài cơ sở giáo dục để giúp học sinh có kiến thức về nghề nghiệp, khả năng lựa chọn nghề nghiệp trên cơ sở kết hợp nguyện vọng, sở trường của cá nhân với nhu cầu sử dụng lao động của xã hội.",a8c67f16
"1. Người kinh doanh vận tải hàng hóa có các quyền sau đây: a) Yêu cầu người thuê vận tải cung cấp thông tin cần thiết về hàng hóa để ghi vào giấy vận chuyển và có quyền kiểm tra tính xác thực của thông tin đó; b) Yêu cầu người thuê vận tải thanh toán đủ cước, phí vận tải và chi phí phát sinh; yêu cầu người thuê vận tải bồi thường thiệt hại do vi phạm thỏa thuận trong hợp đồng; c) Từ chối vận chuyển nếu người thuê vận tải không giao hàng hóa theo thỏa thuận trong hợp đồng; d) Yêu cầu giám định hàng hóa khi cần thiết. 2. Người kinh doanh vận tải hàng hóa có các nghĩa vụ sau đây: a) Cung cấp phương tiện đúng loại, thời gian, địa điểm và giao hàng hóa cho người nhận hàng theo thỏa thuận trong hợp đồng; b) Hướng dẫn xếp, dỡ hàng hóa trên phương tiện; c) Bồi thường thiệt hại cho người thuê vận tải do mất mát, hư hỏng hàng hóa xảy ra trong quá trình vận tải từ lúc nhận hàng đến lúc giao hàng, trừ trường hợp miễn bồi thường thiệt hại theo quy định của pháp luật; d) Bồi thường thiệt hại do người làm công, người đại diện gây ra trong khi thực hiện công việc được người kinh doanh vận tải giao; đ) Chịu trách nhiệm về hậu quả mà người làm công, người đại diện gây ra do thực hiện yêu cầu của người kinh doanh vận tải trái quy định của Luật này. 3. Chính phủ quy định giới hạn trách nhiệm của người kinh doanh vận tải hàng hóa. ",Người kinh doanh vận tải hàng hóa có quyền gì khi người thuê vận tải không giao hàng theo thỏa thuận trong hợp đồng?,Người vận chuyển không giao hàng khi người vận chuyển không giao hàng dựa trên thỏa thuận trong hợp đồng.,Người kinh doanh vận tải hàng hóa có quyền từ chối vận chuyển nếu người thuê vận tải không giao hàng hóa theo thỏa thuận trong hợp đồng.,e2799572
"1. Xây dựng quy hoạch, kế hoạch và chính sách phát triển giao thông đường bộ; xây dựng và chỉ đạo thực hiện chương trình quốc gia về an toàn giao thông đường bộ. 2. Ban hành và tổ chức thực hiện các văn bản quy phạm pháp luật về giao thông đường bộ; quy chuẩn, tiêu chuẩn về giao thông đường bộ. 3. Tuyên truyền, phổ biến, giáo dục pháp luật về giao thông đường bộ. 4. Tổ chức quản lý, bảo trì, bảo vệ kết cấu hạ tầng giao thông đường bộ. 5. Đăng ký, cấp, thu hồi biển số phương tiện giao thông đường bộ; cấp, thu hồi giấy chứng nhận chất lượng, an toàn kỹ thuật và bảo vệ môi trường của phương tiện giao thông đường bộ. 6. Quản lý đào tạo, sát hạch lái xe; cấp, đổi, thu hồi giấy phép lái xe, chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ 7. Quản lý hoạt động vận tải và dịch vụ hỗ trợ vận tải; tổ chức cứu nạn giao thông đường bộ. 8. Tổ chức nghiên cứu, ứng dụng khoa học và công nghệ về giao thông đường bộ; đào tạo cán bộ và công nhân kỹ thuật giao thông đường bộ. 9. Kiểm tra, thanh tra, giải quyết khiếu nại, tố cáo; xử lý vi phạm pháp luật về giao thông đường bộ. 10. Hợp tác quốc tế về giao thông đường bộ. ",Nhà nước có trách nhiệm gì trong việc quản lý và bảo trì kết cấu hạ tầng giao thông đường bộ?,Bộ trưởng Bộ Giao thông vận tải thiết lập việc quản lý và bảo trì cơ sở hạ tầng giao thông đường bộ.,"Nhà nước có trách nhiệm tổ chức quản lý, bảo trì, bảo vệ kết cấu hạ tầng giao thông đường bộ, bao gồm việc xây dựng quy hoạch, kế hoạch và chính sách phát triển giao thông đường bộ, cũng như thực hiện các chương trình quốc gia về an toàn giao thông đường bộ.",d2166e14
"Nhà nước và xã hội khuyến khích việc hòa giải ở cơ sở khi vợ, chồng có yêu cầu ly hôn. Việc hòa giải được thực hiện theo quy định của pháp luật về hòa giải ở cơ sở. ",Nhà nước có khuyến khích việc hòa giải khi vợ chồng có yêu cầu ly hôn không?,"Vâng, luật khuyến khích hòa giải khi cặp vợ chồng yêu cầu ly hôn.","Nhà nước và xã hội khuyến khích việc hòa giải ở cơ sở khi vợ, chồng có yêu cầu ly hôn. Việc hòa giải được thực hiện theo quy định của pháp luật về hòa giải ở cơ sở.",3f2a4a4d
"1. Một xe ô tô chỉ được kéo theo một xe ô tô hoặc xe máy chuyên dùng khác khi xe này không tự chạy được và phải bảo đảm các quy định sau đây: a) Xe được kéo phải có người điều khiển và hệ thống lái của xe đó phải còn hiệu lực; b) Việc nối xe kéo với xe được kéo phải bảo đảm chắc chắn, an toàn; trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì xe kéo nhau phải nối bằng thanh nối cứng; c) Phía trước của xe kéo và phía sau của xe được kéo phải có biển báo hiệu. 2. Xe kéo rơ moóc phải có tổng trọng lượng lớn hơn tổng trọng lượng của rơ moóc hoặc phải có hệ thống hãm có hiệu lực cho rơ moóc. 3. Không được thực hiện các hành vi sau đây: a) Xe kéo rơ moóc, xe kéo sơ mi rơ moóc kéo thêm rơ moóc hoặc xe khác; b) Chở người trên xe được kéo; c) Kéo theo xe thô sơ, xe gắn máy, xe mô tô. ",Khi nào một xe ô tô được phép kéo theo một xe ô tô hoặc xe máy chuyên dùng khác?,Một chiếc xe để kéo xe hoặc xe máy chuyên dụng khác được ủy quyền kéo xe hoặc xe đạp chuyên dụng khác khi nó không thể hoạt động hoặc không đảm bảo các quy định sau: a) xe kéo cho đường dẫn;b) xe kéo có xe kéo hoặc xe kéo khác hoặc các phương tiện khác;c) Việc vận chuyển người trên xe được kéo.,"Một xe ô tô chỉ được kéo theo một xe ô tô hoặc xe máy chuyên dùng khác khi xe này không tự chạy được và phải bảo đảm các quy định sau: xe được kéo phải có người điều khiển và hệ thống lái của xe đó phải còn hiệu lực; việc nối xe kéo với xe được kéo phải bảo đảm chắc chắn, an toàn; phía trước của xe kéo và phía sau của xe được kéo phải có biển báo hiệu.",d638a752
"Luật này quy định chế độ hôn nhân và gia đình; chuẩn mực pháp lý cho cách ứng xử giữa các thành viên gia đình; trách nhiệm của cá nhân, tổ chức, Nhà nước và xã hội trong việc xây dựng, củng cố chế độ hôn nhân và gia đình. ",Luật Hôn Nhân Và Gia Đình điều chỉnh những vấn đề gì?,"Các vấn đề về hôn nhân và luật gia đình bao gồm tiêu đề của pháp luật, các quy định của Bộ luật Dân sự và các luật liên quan khác, và các quy định của Bộ luật Dân sự và các luật khác liên quan đến các mối quan hệ hôn nhân và gia đình.","Luật này quy định chế độ hôn nhân và gia đình; chuẩn mực pháp lý cho cách ứng xử giữa các thành viên gia đình; trách nhiệm của cá nhân, tổ chức, Nhà nước và xã hội trong việc xây dựng, củng cố chế độ hôn nhân và gia đình.",424554a8
"1. Việc mang thai hộ vì mục đích nhân đạo phải được thực hiện trên cơ sở tự nguyện của các bên và được lập thành văn bản. 2. Vợ chồng có quyền nhờ người mang thai hộ khi có đủ các điều kiện sau đây: a) Có xác nhận của tổ chức y tế có thẩm quyền về việc người vợ không thể mang thai và sinh con ngay cả khi áp dụng kỹ thuật hỗ trợ sinh sản; b) Vợ chồng đang không có con chung; c) Đã được tư vấn về y tế, pháp lý, tâm lý. 3. Người được nhờ mang thai hộ phải có đủ các điều kiện sau đây: a) Là người thân thích cùng hàng của bên vợ hoặc bên chồng nhờ mang thai hộ; b) Đã từng sinh con và chỉ được mang thai hộ một lần; c) Ở độ tuổi phù hợp và có xác nhận của tổ chức y tế có thẩm quyền về khả năng mang thai hộ; d) Trường hợp người phụ nữ mang thai hộ có chồng thì phải có sự đồng ý bằng văn bản của người chồng; đ) Đã được tư vấn về y tế, pháp lý, tâm lý. 4. Việc mang thai hộ vì mục đích nhân đạo không được trái với quy định của pháp luật về sinh con bằng kỹ thuật hỗ trợ sinh sản. 5. Chính phủ quy định chi tiết Điều này. ",Điều kiện để một cặp vợ chồng được nhờ người mang thai hộ vì mục đích nhân đạo là gì?,Một cặp vợ chồng phải có sự đồng ý bằng văn bản của người yêu cầu mẹ thay thế cho mục đích nhân đạo.,"Vợ chồng có quyền nhờ người mang thai hộ khi có đủ các điều kiện sau: 1) Có xác nhận của tổ chức y tế có thẩm quyền về việc người vợ không thể mang thai và sinh con ngay cả khi áp dụng kỹ thuật hỗ trợ sinh sản; 2) Vợ chồng đang không có con chung; 3) Đã được tư vấn về y tế, pháp lý, tâm lý.",04868edf
